code,Description,Category,Abdominal,Cardiac,Obstetrics,Orthopaedic,Thoracic,Vascular,Major,IntermediateorMinor
J099,Unspecified diagnostic endoscopic examination of liver using laparoscope,Abdominal,1,0,0,0,0,0,0,1
J181,Total cholecystectomy and excision of surrounding tissue,Abdominal,1,0,0,0,0,0,1,0
J182,Total cholecystectomy and exploration of common bile duct,Abdominal,1,0,0,0,0,0,1,0
J183,Total cholecystectomy NEC,Abdominal,1,0,0,0,0,0,1,0
J184,Partial cholecystectomy and exploration of common bile duct,Abdominal,1,0,0,0,0,0,1,0
J185,Partial cholecystectomy NEC,Abdominal,1,0,0,0,0,0,1,0
J188,Other specified excision of gall bladder,Abdominal,1,0,0,0,0,0,1,0
J189,Unspecified excision of gall bladder,Abdominal,1,0,0,0,0,0,1,0
J191,Anastomosis of gall bladder to stomach,Abdominal,1,0,0,0,0,0,1,0
J192,Anastomosis of gall bladder to duodenum,Abdominal,1,0,0,0,0,0,1,0
J193,Anastomosis of gall bladder to jejunum,Abdominal,1,0,0,0,0,0,1,0
J194,Anastomosis of gall bladder to intestine NEC,Abdominal,1,0,0,0,0,0,1,0
J195,Revision of anastomosis of gall bladder,Abdominal,1,0,0,0,0,0,1,0
J196,Closure of anastomosis of gall bladder,Abdominal,1,0,0,0,0,0,1,0
J198,Other specified connection of gall bladder,Abdominal,1,0,0,0,0,0,1,0
J199,Unspecified connection of gall bladder,Abdominal,1,0,0,0,0,0,1,0
J201,Closure of fistula of gall bladder,Abdominal,1,0,0,0,0,0,1,0
J202,Closure of cholecystotomy,Abdominal,1,0,0,0,0,0,1,0
J203,Repair of perforation of gall bladder,Abdominal,1,0,0,0,0,0,1,0
J208,Other specified repair of gall bladder,Abdominal,1,0,0,0,0,0,1,0
J209,Unspecified repair of gall bladder,Abdominal,1,0,0,0,0,0,1,0
J211,Open removal of calculus from gall bladder,Abdominal,1,0,0,0,0,0,1,0
J212,Drainage of gall bladder,Abdominal,1,0,0,0,0,0,1,0
J213,Drainage of tissue surrounding gall bladder,Abdominal,1,0,0,0,0,0,1,0
J218,Other specified incision of gall bladder,Abdominal,1,0,0,0,0,0,1,0
J219,Unspecified incision of gall bladder,Abdominal,1,0,0,0,0,0,1,0
J231,Excision of lesion of gall bladder,Abdominal,1,0,0,0,0,0,1,0
J232,Open biopsy of lesion of gall bladder,Abdominal,1,0,0,0,0,0,1,0
J233,Exploration of gall bladder,Abdominal,1,0,0,0,0,0,1,0
J238,Other specified other open operations on gall bladder,Abdominal,1,0,0,0,0,0,1,0
J239,Unspecified other open operations on gall bladder,Abdominal,1,0,0,0,0,0,1,0
J271,Excision of ampulla of Vater and replantation of common bile duct into duodenum,Abdominal,1,0,0,0,0,0,1,0
J272,Partial excision of bile duct and anastomosis of bile duct to duodenum,Abdominal,1,0,0,0,0,0,1,0
J273,Partial excision of bile duct and anastomosis of bile duct to jejunum,Abdominal,1,0,0,0,0,0,1,0
J274,Partial excision of bile duct and end to end anastomosis of bile duct,Abdominal,1,0,0,0,0,0,1,0
J275,Excision of extrahepatic bile ducts HFQ,Abdominal,1,0,0,0,0,0,1,0
J278,Other specified excision of bile duct,Abdominal,1,0,0,0,0,0,1,0
J279,Unspecified excision of bile duct,Abdominal,1,0,0,0,0,0,1,0
J281,Excision of lesion of bile duct,Abdominal,1,0,0,0,0,0,1,0
J282,Destruction of lesion of bile duct,Abdominal,1,0,0,0,0,0,1,0
J288,Other specified extirpation of lesion of bile duct,Abdominal,1,0,0,0,0,0,1,0
J289,Unspecified extirpation of lesion of bile duct,Abdominal,1,0,0,0,0,0,1,0
J291,Anastomosis of hepatic duct to transposed jejunum and insertion of tubal prosthesis HFQ,Abdominal,1,0,0,0,0,0,1,0
J292,Anastomosis of hepatic duct to jejunum NEC,Abdominal,1,0,0,0,0,0,1,0
J293,Revision of anastomosis of hepatic duct,Abdominal,1,0,0,0,0,0,1,0
J294,Open dilation of anastomosis of hepatic duct,Abdominal,1,0,0,0,0,0,1,0
J298,Other specified connection of hepatic duct,Abdominal,1,0,0,0,0,0,1,0
J299,Unspecified connection of hepatic duct,Abdominal,1,0,0,0,0,0,1,0
J301,Anastomosis of common bile duct to duodenum,Abdominal,1,0,0,0,0,0,1,0
J302,Anastomosis of common bile duct to transposed jejunum,Abdominal,1,0,0,0,0,0,1,0
J303,Anastomosis of common bile duct to jejunum NEC,Abdominal,1,0,0,0,0,0,1,0
J304,Revision of anastomosis of common bile duct,Abdominal,1,0,0,0,0,0,1,0
J305,Open dilation of anastomosis of common bile duct,Abdominal,1,0,0,0,0,0,1,0
J308,Other specified connection of common bile duct,Abdominal,1,0,0,0,0,0,1,0
J309,Unspecified connection of common bile duct,Abdominal,1,0,0,0,0,0,1,0
J311,Open insertion of tubal prosthesis into both hepatic ducts and common bile duct,Abdominal,1,0,0,0,0,0,1,0
J312,Open insertion of tubal prosthesis into one hepatic duct and common bile duct,Abdominal,1,0,0,0,0,0,1,0
J313,Open renewal of tubal prosthesis in bile duct,Abdominal,1,0,0,0,0,0,1,0
J314,Open removal of tubal prosthesis from bile duct,Abdominal,1,0,0,0,0,0,1,0
J318,Other specified open introduction of prosthesis into bile duct,Abdominal,1,0,0,0,0,0,1,0
J319,Unspecified open introduction of prosthesis into bile duct,Abdominal,1,0,0,0,0,0,1,0
J321,Reconstruction of bile duct,Abdominal,1,0,0,0,0,0,1,0
J322,Reanastomosis of bile duct,Abdominal,1,0,0,0,0,0,1,0
J328,Other specified repair of bile duct,Abdominal,1,0,0,0,0,0,1,0
J329,Unspecified repair of bile duct,Abdominal,1,0,0,0,0,0,1,0
J331,Open removal of calculus from bile duct and drainage of bile duct,Abdominal,1,0,0,0,0,0,1,0
J332,Open removal of calculus from bile duct NEC,Abdominal,1,0,0,0,0,0,1,0
J333,Drainage of bile duct NEC,Abdominal,1,0,0,0,0,0,1,0
J338,Other specified incision of bile duct,Abdominal,1,0,0,0,0,0,1,0
J339,Unspecified incision of bile duct,Abdominal,1,0,0,0,0,0,1,0
J341,Sphincteroplasty of bile duct and pancreatic duct using duodenal approach,Abdominal,1,0,0,0,0,0,0,1
J342,Sphincteroplasty of bile duct using duodenal approach NEC,Abdominal,1,0,0,0,0,0,0,1
J343,Sphincteroplasty of pancreatic duct using duodenal approach NEC,Abdominal,1,0,0,0,0,0,0,1
J348,Other specified plastic repair of sphincter of Oddi using duodenal approach,Abdominal,1,0,0,0,0,0,0,1
J349,Unspecified plastic repair of sphincter of Oddi using duodenal approach,Abdominal,1,0,0,0,0,0,0,1
J351,Sphincterotomy of bile duct and pancreatic duct using duodenal approach,Abdominal,1,0,0,0,0,0,0,1
J352,Sphincterotomy of bile duct using duodenal approach NEC,Abdominal,1,0,0,0,0,0,0,1
J353,Sphincterotomy of pancreatic duct using duodenal approach NEC,Abdominal,1,0,0,0,0,0,0,1
J358,Other specified incision of sphincter of Oddi using duodenal approach,Abdominal,1,0,0,0,0,0,0,1
J359,Unspecified incision of sphincter of Oddi using duodenal approach,Abdominal,1,0,0,0,0,0,0,1
J361,Excision of ampulla of Vater using duodenal approach,Abdominal,1,0,0,0,0,0,0,1
J362,Biopsy of lesion of ampulla of Vater using duodenal approach,Abdominal,1,0,0,0,0,0,0,1
J368,Other specified other operations on ampulla of Vater using duodenal approach,Abdominal,1,0,0,0,0,0,0,1
J369,Unspecified other operations on ampulla of Vater using duodenal approach,Abdominal,1,0,0,0,0,0,0,1
J371,Open biopsy of lesion of bile duct,Abdominal,1,0,0,0,0,0,1,0
J372,Operative cholangiography through cystic duct,Abdominal,1,0,0,0,0,0,1,0
J373,Direct puncture operative cholangiography,Abdominal,1,0,0,0,0,0,1,0
J374,Operative choledochoscopy NEC,Abdominal,1,0,0,0,0,0,1,0
J378,Other specified other open operations on bile duct,Abdominal,1,0,0,0,0,0,1,0
J379,Unspecified other open operations on bile duct,Abdominal,1,0,0,0,0,0,1,0
J541,Transplantation of pancreas and duodenum,Abdominal,1,0,0,0,0,0,1,0
J542,Transplantation of whole pancreas,Abdominal,1,0,0,0,0,0,1,0
J543,Transplantation of tail of pancreas,Abdominal,1,0,0,0,0,0,1,0
J544,Transplantation of islet of Langerhans,Abdominal,1,0,0,0,0,0,1,0
J545,Renewal of transplanted pancreatic tissue,Abdominal,1,0,0,0,0,0,1,0
J548,Other specified transplantation of pancreas,Abdominal,1,0,0,0,0,0,1,0
J549,Unspecified transplantation of pancreas,Abdominal,1,0,0,0,0,0,1,0
J551,Total pancreatectomy and excision of surrounding tissue,Abdominal,1,0,0,0,0,0,1,0
J552,Total pancreatectomy NEC,Abdominal,1,0,0,0,0,0,1,0
J553,Excision of transplanted pancreas,Abdominal,1,0,0,0,0,0,1,0
J558,Other specified total excision of pancreas,Abdominal,1,0,0,0,0,0,1,0
J559,Unspecified total excision of pancreas,Abdominal,1,0,0,0,0,0,1,0
J561,Pancreaticoduodenectomy and excision of surrounding tissue,Abdominal,1,0,0,0,0,0,1,0
J562,Pancreaticoduodenectomy and resection of antrum of stomach,Abdominal,1,0,0,0,0,0,1,0
J563,Pancreaticoduodenectomy NEC,Abdominal,1,0,0,0,0,0,1,0
J564,Subtotal excision of head of pancreas with preservation of duodenum and drainage HFQ,Abdominal,1,0,0,0,0,0,1,0
J568,Other specified excision of head of pancreas,Abdominal,1,0,0,0,0,0,1,0
J569,Unspecified excision of head of pancreas,Abdominal,1,0,0,0,0,0,1,0
J571,Subtotal pancreatectomy,Abdominal,1,0,0,0,0,0,1,0
J572,Left pancreatectomy and drainage of pancreatic duct,Abdominal,1,0,0,0,0,0,1,0
J573,Left pancreatectomy NEC,Abdominal,1,0,0,0,0,0,1,0
J574,Excision of tail of pancreas and drainage of pancreatic duct,Abdominal,1,0,0,0,0,0,1,0
J575,Excision of tail of pancreas NEC,Abdominal,1,0,0,0,0,0,1,0
J576,Pancreatic necrosectomy,Abdominal,1,0,0,0,0,0,1,0
J578,Other specified other partial excision of pancreas,Abdominal,1,0,0,0,0,0,1,0
J579,Unspecified other partial excision of pancreas,Abdominal,1,0,0,0,0,0,1,0
J581,Excision of lesion of islet of Langerhans,Abdominal,1,0,0,0,0,0,1,0
J582,Excision of lesion of pancreas NEC,Abdominal,1,0,0,0,0,0,1,0
J583,Destruction of lesion of pancreas,Abdominal,1,0,0,0,0,0,1,0
J588,Other specified extirpation of lesion of pancreas,Abdominal,1,0,0,0,0,0,1,0
J589,Unspecified extirpation of lesion of pancreas,Abdominal,1,0,0,0,0,0,1,0
J591,Anastomosis of pancreatic duct to stomach,Abdominal,1,0,0,0,0,0,1,0
J592,Anastomosis of pancreatic duct to duodenum,Abdominal,1,0,0,0,0,0,1,0
J593,Anastomosis of pancreatic duct to transposed jejunum,Abdominal,1,0,0,0,0,0,1,0
J594,Anastomosis of pancreatic duct to jejunum NEC,Abdominal,1,0,0,0,0,0,1,0
J595,Revision of anastomosis of pancreatic duct,Abdominal,1,0,0,0,0,0,1,0
J596,Closure of anastomosis of pancreatic duct,Abdominal,1,0,0,0,0,0,1,0
J598,Other specified connection of pancreatic duct,Abdominal,1,0,0,0,0,0,1,0
J599,Unspecified connection of pancreatic duct,Abdominal,1,0,0,0,0,0,1,0
J601,Drainage of pancreatic duct,Abdominal,1,0,0,0,0,0,1,0
J602,Open removal of calculus from pancreatic duct,Abdominal,1,0,0,0,0,0,1,0
J603,Insertion of T tube into pancreatic duct,Abdominal,1,0,0,0,0,0,1,0
J604,Open insertion of tubal prosthesis into pancreatic duct,Abdominal,1,0,0,0,0,0,1,0
J605,Open dilation of pancreatic duct,Abdominal,1,0,0,0,0,0,1,0
J608,Other specified other open operations on pancreatic duct,Abdominal,1,0,0,0,0,0,1,0
J609,Unspecified other open operations on pancreatic duct,Abdominal,1,0,0,0,0,0,1,0
J611,Open cystogastrotomy of pancreas,Abdominal,1,0,0,0,0,0,1,0
J612,Drainage of cyst of pancreas into transposed jejunum,Abdominal,1,0,0,0,0,0,1,0
J613,Drainage of cyst of pancreas into jejunum NEC,Abdominal,1,0,0,0,0,0,1,0
J614,Drainage of cyst of pancreas NEC,Abdominal,1,0,0,0,0,0,1,0
J618,Other specified open drainage of lesion of pancreas,Abdominal,1,0,0,0,0,0,1,0
J619,Unspecified open drainage of lesion of pancreas,Abdominal,1,0,0,0,0,0,1,0
J621,Division of annular pancreas,Abdominal,1,0,0,0,0,0,1,0
J628,Other specified incision of pancreas,Abdominal,1,0,0,0,0,0,1,0
J629,Unspecified incision of pancreas,Abdominal,1,0,0,0,0,0,1,0
J631,Open pancreatography through tail of pancreas,Abdominal,1,0,0,0,0,0,1,0
J632,Open pancreatography through papilla of Vater,Abdominal,1,0,0,0,0,0,1,0
J633,Open pancreatography NEC,Abdominal,1,0,0,0,0,0,1,0
J638,Other specified open examination of pancreas,Abdominal,1,0,0,0,0,0,1,0
J639,Unspecified open examination of pancreas,Abdominal,1,0,0,0,0,0,1,0
J651,Open biopsy of lesion of pancreas,Abdominal,1,0,0,0,0,0,1,0
J658,Other specified other open operations on pancreas,Abdominal,1,0,0,0,0,0,1,0
J659,Unspecified other open operations on pancreas,Abdominal,1,0,0,0,0,0,1,0
J691,Total excision of spleen and replantation of fragments of spleen,Abdominal,1,0,0,0,0,0,1,0
J692,Total splenectomy,Abdominal,1,0,0,0,0,0,1,0
J693,Excision of accessory spleen,Abdominal,1,0,0,0,0,0,1,0
J698,Other specified total excision of spleen,Abdominal,1,0,0,0,0,0,1,0
J699,Unspecified total excision of spleen,Abdominal,1,0,0,0,0,0,1,0
J701,Partial splenectomy,Abdominal,1,0,0,0,0,0,1,0
J702,Marsupialisation of lesion of spleen,Abdominal,1,0,0,0,0,0,1,0
J708,Other specified other excision of spleen,Abdominal,1,0,0,0,0,0,1,0
J709,Unspecified other excision of spleen,Abdominal,1,0,0,0,0,0,1,0
J721,Transplantation of spleen,Abdominal,1,0,0,0,0,0,1,0
J723,Biopsy of lesion of spleen,Abdominal,1,0,0,0,0,0,1,0
J724,Repair of spleen,Abdominal,1,0,0,0,0,0,1,0
J728,Other specified other operations on spleen,Abdominal,1,0,0,0,0,0,1,0
J729,Unspecified other operations on spleen,Abdominal,1,0,0,0,0,0,1,0
J731,Laparoscopic ultrasound examination of pancreas and biopsy of lesion of pancreas,Abdominal,1,0,0,0,0,0,0,1
J738,Other specified laparoscopic ultrasound examination of pancreas,Abdominal,1,0,0,0,0,0,0,1
J739,Unspecified laparoscopic ultrasound examination of pancreas,Abdominal,1,0,0,0,0,0,0,1
K011,Allotransplantation of heart and lung,Cardiac,0,1,0,0,0,0,1,0
K012,Revision of transplantation of heart and lung,Cardiac,0,1,0,0,0,0,1,0
K018,Other specified transplantation of heart and lung,Cardiac,0,1,0,0,0,0,1,0
K019,Unspecified transplantation of heart and lung,Cardiac,0,1,0,0,0,0,1,0
K021,Allotransplantation of heart NEC,Cardiac,0,1,0,0,0,0,1,0
K022,Xenotransplantation of heart,Cardiac,0,1,0,0,0,0,1,0
K023,Implantation of prosthetic heart,Cardiac,0,1,0,0,0,0,1,0
K024,Piggyback transplantation of heart,Cardiac,0,1,0,0,0,0,1,0
K025,Revision of implantation of prosthetic heart,Cardiac,0,1,0,0,0,0,1,0
K026,Revision of transplantation of heart NEC,Cardiac,0,1,0,0,0,0,1,0
K028,Other specified other transplantation of heart,Cardiac,0,1,0,0,0,0,1,0
K029,Unspecified other transplantation of heart,Cardiac,0,1,0,0,0,0,1,0
K041,Repair of tetralogy of Fallot using valved right ventricular outflow conduit,Cardiac,0,1,0,0,0,0,1,0
K042,Repair of tetralogy of Fallot using right ventricular outflow conduit NEC,Cardiac,0,1,0,0,0,0,1,0
K043,Repair of tetralogy of Fallot using transannular patch,Cardiac,0,1,0,0,0,0,1,0
K044,Revision of repair of tetralogy of Fallot,Cardiac,0,1,0,0,0,0,1,0
K045,Repair of tetralogy of Fallot with absent pulmonary valve,Cardiac,0,1,0,0,0,0,1,0
K046,Repair of Fallot-type pulmonary atresia with aortopulmonary collaterals,Cardiac,0,1,0,0,0,0,1,0
K048,Other specified repair of tetralogy of Fallot,Cardiac,0,1,0,0,0,0,1,0
K049,Unspecified repair of tetralogy of Fallot,Cardiac,0,1,0,0,0,0,1,0
K051,Reconstruction of atrium using atrial patch for transposition of great arteries,Cardiac,0,1,0,0,0,0,1,0
K052,Reconstruction of atrium using atrial wall for transposition of great arteries,Cardiac,0,1,0,0,0,0,1,0
K058,Other specified atrial inversion operations for transposition of great arteries,Cardiac,0,1,0,0,0,0,1,0
K059,Unspecified atrial inversion operations for transposition of great arteries,Cardiac,0,1,0,0,0,0,1,0
K061,Repositioning of transposed great arteries,Cardiac,0,1,0,0,0,0,1,0
K062,Left ventricle to aorta tunnel with right ventricle to pulmonary trunk direct anastomosis,Cardiac,0,1,0,0,0,0,1,0
K063,Left ventricle to aorta tunnel with right ventricle to pulmonary artery valved conduit,Cardiac,0,1,0,0,0,0,1,0
K064,Atrial inversion and repositioning of transposed great artery,Cardiac,0,1,0,0,0,0,1,0
K068,Other specified other repair of transposition of great arteries,Cardiac,0,1,0,0,0,0,1,0
K069,Unspecified other repair of transposition of great arteries,Cardiac,0,1,0,0,0,0,1,0
K071,Correction of total anomalous pulmonary venous connection to supracardiac vessel,Cardiac,0,1,0,0,0,0,1,0
K072,Correction of total anomalous pulmonary venous connection to coronary sinus,Cardiac,0,1,0,0,0,0,1,0
K073,Correction of total anomalous pulmonary venous connection to infradiaphragmatic vessel,Cardiac,0,1,0,0,0,0,1,0
K078,Other specified correction of total anomalous pulmonary venous connection,Cardiac,0,1,0,0,0,0,1,0
K079,Unspecified correction of total anomalous pulmonary venous connection,Cardiac,0,1,0,0,0,0,1,0
K081,Repair of double outlet right ventricle with intraventricular tunnel,Cardiac,0,1,0,0,0,0,1,0
K082,Repair of Fallot-type double outlet right ventricle,Cardiac,0,1,0,0,0,0,1,0
K083,Repair of double outlet right ventricle,Cardiac,0,1,0,0,0,0,1,0
K084,Repair of double outlet left ventricle,Cardiac,0,1,0,0,0,0,1,0
K088,Other specified repair of double outlet ventricle,Cardiac,0,1,0,0,0,0,1,0
K089,Unspecified repair of double outlet ventricle,Cardiac,0,1,0,0,0,0,1,0
K091,Repair of defect of atrioventricular septum using dual prosthetic patches,Cardiac,0,1,0,0,0,0,1,0
K092,Repair of defect of atrioventricular septum using prosthetic patch NEC,Cardiac,0,1,0,0,0,0,1,0
K093,Repair of defect of atrioventricular septum using tissue graft,Cardiac,0,1,0,0,0,0,1,0
K094,Repair of persistent ostium primum,Cardiac,0,1,0,0,0,0,1,0
K095,Primary repair of defect of atrioventricular septum NEC,Cardiac,0,1,0,0,0,0,1,0
K096,Revision of repair of defect of atrioventricular septum,Cardiac,0,1,0,0,0,0,1,0
K098,Other specified repair of defect of atrioventricular septum,Cardiac,0,1,0,0,0,0,1,0
K099,Unspecified repair of defect of atrioventricular septum,Cardiac,0,1,0,0,0,0,1,0
K101,Repair of defect of interatrial septum using prosthetic patch,Cardiac,0,1,0,0,0,0,1,0
K102,Repair of defect of interatrial septum using pericardial patch,Cardiac,0,1,0,0,0,0,1,0
K103,Repair of defect of interatrial septum using tissue graft NEC,Cardiac,0,1,0,0,0,0,1,0
K104,Primary repair of defect of interatrial septum NEC,Cardiac,0,1,0,0,0,0,1,0
K105,Revision of repair of defect of interatrial septum,Cardiac,0,1,0,0,0,0,1,0
K108,Other specified repair of defect of interatrial septum,Cardiac,0,1,0,0,0,0,1,0
K109,Unspecified repair of defect of interatrial septum,Cardiac,0,1,0,0,0,0,1,0
K111,Repair of defect of interventricular septum using prosthetic patch,Cardiac,0,1,0,0,0,0,1,0
K112,Repair of defect of interventricular septum using pericardial patch,Cardiac,0,1,0,0,0,0,1,0
K113,Repair of defect of interventricular septum using tissue graft NEC,Cardiac,0,1,0,0,0,0,1,0
K114,Primary repair of defect of interventricular septum NEC,Cardiac,0,1,0,0,0,0,1,0
K115,Revision of repair of defect of interventricular septum,Cardiac,0,1,0,0,0,0,1,0
K116,Repair of multiple interventricular septal defects,Cardiac,0,1,0,0,0,0,1,0
K117,Repair of interventricular septal defect using intraoperative transluminal prosthesis,Cardiac,0,1,0,0,0,0,1,0
K118,Other specified repair of defect of interventricular septum,Cardiac,0,1,0,0,0,0,1,0
K119,Unspecified repair of defect of interventricular septum,Cardiac,0,1,0,0,0,0,1,0
K121,Repair of defect of septum of heart using prosthetic patch NEC,Cardiac,0,1,0,0,0,0,1,0
K122,Repair of defect of septum of heart using pericardial patch NEC,Cardiac,0,1,0,0,0,0,1,0
K123,Repair of defect of septum of heart using tissue graft NEC,Cardiac,0,1,0,0,0,0,1,0
K124,Primary repair of defect of septum of heart NEC,Cardiac,0,1,0,0,0,0,1,0
K125,Revision of repair of septum of heart NEC,Cardiac,0,1,0,0,0,0,1,0
K128,Other specified repair of defect of unspecified septum of heart,Cardiac,0,1,0,0,0,0,1,0
K129,Unspecified repair of defect of unspecified septum of heart,Cardiac,0,1,0,0,0,0,1,0
K141,Open enlargement of defect of atrial septum,Cardiac,0,1,0,0,0,0,1,0
K142,Open atrial septostomy,Cardiac,0,1,0,0,0,0,1,0
K143,Atrial septectomy,Cardiac,0,1,0,0,0,0,1,0
K144,Surgical atrial septation,Cardiac,0,1,0,0,0,0,1,0
K145,Open enlargement of defect of interventricular septum,Cardiac,0,1,0,0,0,0,1,0
K148,Other specified other open operations on septum of heart,Cardiac,0,1,0,0,0,0,1,0
K149,Unspecified other open operations on septum of heart,Cardiac,0,1,0,0,0,0,1,0
K151,Closed enlargement of defect of atrial septum,Cardiac,0,1,0,0,0,0,1,0
K152,Closed atrial septostomy,Cardiac,0,1,0,0,0,0,1,0
K158,Other specified closed operations on septum of heart,Cardiac,0,1,0,0,0,0,1,0
K159,Unspecified closed operations on septum of heart,Cardiac,0,1,0,0,0,0,1,0
K171,Total cavopulmonary connection with extracardiac inferior caval vein to pulmonary artery conduit,Cardiac,0,1,0,0,0,0,1,0
K172,Total cavopulmonary connection with lateral atrial tunnel,Cardiac,0,1,0,0,0,0,1,0
K173,Aortopulmonary reconstruction with systemic to pulmonary arterial shunt,Cardiac,0,1,0,0,0,0,1,0
K174,Aortopulmonary reconstruction with right ventricle to pulmonary arterial valveless conduit,Cardiac,0,1,0,0,0,0,1,0
K175,Biventricular repair of hypoplastic left heart syndrome,Cardiac,0,1,0,0,0,0,1,0
K176,Takedown of total cavopulmonary connection,Cardiac,0,1,0,0,0,0,1,0
K177,Conversion of atrial pulmonary anastomosis to total pulmonary connection,Cardiac,0,1,0,0,0,0,1,0
K178,Other specified repair of univentricular heart,Cardiac,0,1,0,0,0,0,1,0
K179,Unspecified repair of univentricular heart,Cardiac,0,1,0,0,0,0,1,0
K181,Creation of valved conduit between atrium and ventricle of heart,Cardiac,0,1,0,0,0,0,1,0
K182,Creation of valved conduit between right atrium and pulmonary artery,Cardiac,0,1,0,0,0,0,1,0
K183,Creation of valved conduit between right ventricle of heart and pulmonary artery,Cardiac,0,1,0,0,0,0,1,0
K184,Creation of valved conduit between left ventricle of heart and aorta,Cardiac,0,1,0,0,0,0,1,0
K185,Revision of valved cardiac conduit,Cardiac,0,1,0,0,0,0,1,0
K186,Creation of valved conduit between left ventricle of heart and pulmonary artery,Cardiac,0,1,0,0,0,0,1,0
K187,Replacement of valved cardiac conduit,Cardiac,0,1,0,0,0,0,1,0
K188,Other specified creation of valved cardiac conduit,Cardiac,0,1,0,0,0,0,1,0
K189,Unspecified creation of valved cardiac conduit,Cardiac,0,1,0,0,0,0,1,0
K191,Creation of conduit between atrium and ventricle of heart NEC,Cardiac,0,1,0,0,0,0,1,0
K192,Creation of conduit between right atrium and pulmonary artery NEC,Cardiac,0,1,0,0,0,0,1,0
K193,Creation of conduit between right ventricle of heart and pulmonary artery NEC,Cardiac,0,1,0,0,0,0,1,0
K194,Creation of conduit between right ventricle of heart and vena cava,Cardiac,0,1,0,0,0,0,1,0
K195,Creation of conduit between left ventricle of heart and aorta NEC,Cardiac,0,1,0,0,0,0,1,0
K196,Revision of cardiac conduit NEC,Cardiac,0,1,0,0,0,0,1,0
K198,Other specified creation of other cardiac conduit,Cardiac,0,1,0,0,0,0,1,0
K199,Unspecified creation of other cardiac conduit,Cardiac,0,1,0,0,0,0,1,0
K201,Correction of persistent sinus venosus,Cardiac,0,1,0,0,0,0,1,0
K202,Correction of partial anomalous pulmonary venous drainage,Cardiac,0,1,0,0,0,0,1,0
K203,Repair of cor triatriatum,Cardiac,0,1,0,0,0,0,1,0
K204,Repair of coronary sinus abnormality,Cardiac,0,1,0,0,0,0,1,0
K208,Other specified refashioning of atrium,Cardiac,0,1,0,0,0,0,1,0
K209,Unspecified refashioning of atrium,Cardiac,0,1,0,0,0,0,1,0
K221,Excision of lesion of atrium,Cardiac,0,1,0,0,0,0,1,0
K222,Repair of atrium NEC,Cardiac,0,1,0,0,0,0,1,0
K223,Exclusion of left atrial appendage NEC,Cardiac,0,1,0,0,0,0,1,0
K228,Other specified other operations on wall of atrium,Cardiac,0,1,0,0,0,0,1,0
K229,Unspecified other operations on wall of atrium,Cardiac,0,1,0,0,0,0,1,0
K231,Excision of lesion of wall of heart NEC,Cardiac,0,1,0,0,0,0,1,0
K232,Biopsy of lesion of wall of heart,Cardiac,0,1,0,0,0,0,1,0
K233,Repair of wall of heart NEC,Cardiac,0,1,0,0,0,0,1,0
K234,Revascularisation of wall of heart,Cardiac,0,1,0,0,0,0,1,0
K235,Partial left ventriculectomy,Cardiac,0,1,0,0,0,0,1,0
K236,Cardiomyoplasty,Cardiac,0,1,0,0,0,0,1,0
K238,Other specified other operations of wall of heart,Cardiac,0,1,0,0,0,0,1,0
K239,Unspecified other operations of wall of heart,Cardiac,0,1,0,0,0,0,1,0
K241,Relief of right ventricular outflow tract obstruction,Cardiac,0,1,0,0,0,0,1,0
K242,Repair of double chambered right ventricle,Cardiac,0,1,0,0,0,0,1,0
K243,Repair of right ventricular aneurysm,Cardiac,0,1,0,0,0,0,1,0
K244,Repair of left ventricular aneurysm,Cardiac,0,1,0,0,0,0,1,0
K245,Relief of left ventricular outflow tract obstruction,Cardiac,0,1,0,0,0,0,1,0
K246,Myectomy of left ventricular outflow tract,Cardiac,0,1,0,0,0,0,1,0
K247,Myotomy of left ventricular outflow tract,Cardiac,0,1,0,0,0,0,1,0
K248,Other specified other operations on ventricles of heart,Cardiac,0,1,0,0,0,0,1,0
K249,Unspecified other operations on ventricles of heart,Cardiac,0,1,0,0,0,0,1,0
K251,Allograft replacement of mitral valve,Cardiac,0,1,0,0,0,0,1,0
K252,Xenograft replacement of mitral valve,Cardiac,0,1,0,0,0,0,1,0
K253,Prosthetic replacement of mitral valve,Cardiac,0,1,0,0,0,0,1,0
K254,Replacement of mitral valve NEC,Cardiac,0,1,0,0,0,0,1,0
K255,Mitral valve repair NEC,Cardiac,0,1,0,0,0,0,1,0
K258,Other specified plastic repair of mitral valve,Cardiac,0,1,0,0,0,0,1,0
K259,Unspecified plastic repair of mitral valve,Cardiac,0,1,0,0,0,0,1,0
K261,Allograft replacement of aortic valve,Cardiac,0,1,0,0,0,0,1,0
K262,Xenograft replacement of aortic valve,Cardiac,0,1,0,0,0,0,1,0
K263,Prosthetic replacement of aortic valve,Cardiac,0,1,0,0,0,0,1,0
K264,Replacement of aortic valve NEC,Cardiac,0,1,0,0,0,0,1,0
K265,Aortic valve repair NEC,Cardiac,0,1,0,0,0,0,1,0
K268,Other specified plastic repair of aortic valve,Cardiac,0,1,0,0,0,0,1,0
K269,Unspecified plastic repair of aortic valve,Cardiac,0,1,0,0,0,0,1,0
K271,Allograft replacement of tricuspid valve,Cardiac,0,1,0,0,0,0,1,0
K272,Xenograft replacement of tricuspid valve,Cardiac,0,1,0,0,0,0,1,0
